"","folder","date","individual","morph","origin","observer","observation_number","observation","day_in_captivity","assay_number","cycle","cue","trait","session","temp","precip","humid","wind","press","moon","test_start","test_end","actual_end","first_trig","food_trig","emerge","emergeflip","food","foodflip","active","vigil","out","hidraw","hid","trig","trigpass","gud","tame"
"11","011 - EQ30 D03 T01 C1 S1",2017-07-08,"EQ30","Fawn","Wild","BW",11,1,3,1,-1.52411176318099,"Light","Exploration",-1.00671410774027,0.598619045046436,0.313291251794084,0.588952550035671,0.67202572433777,-0.696636898341748,1.19261809636955,"0.74097222222222203","0.84166666666666667","0.8243055555555554","0.76320601851851855","0.78515046296296298",-0.171548004000585,88,-0.126123582455608,57,-0.481894395594203,-0.533181167295676,-0.539896355337019,8.43978333333333,0.53989635533702,18,-0.316978789044288,-0.474123673370495,"0"
"12","012 - EQ31 D03 T01 C1 S1",2017-07-08,"EQ31","Fawn","Wild","BW",12,1,3,1,-1.52411176318099,"Light","Exploration",-1.00671410774027,0.598619045046436,0.313291251794084,0.588952550035671,0.67202572433777,-0.696636898341748,1.19261809636955,"0.74375000000000002","0.84305555555555556","0.82708333333333339","-","-",2.11483080253054,0,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,12,0.731844648563365,0,-0.673779033998663,2.41412858318647,"0"
"13","013 - EQ18 D02 T02 C1 S2",2017-06-15,"EQ18","Fawn","Captive","BW",13,2,2,2,-1.52411176318099,"Audio","Boldness",0.988896158930711,-1.11155950216228,-0.313291251794084,1.31871797159185,-1.43156923599354,0.894185237557358,0.460898972909696,"-","-","-","-","-",2.11483080253054,0,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,12,0.731844648563365,0,-0.673779033998663,2.41412858318647,"0"
"14","014 - EQ19 D05 T02 C4 S2",2017-06-18,"EQ19","Dark","Captive","BW",14,2,5,2,-0.217730251882999,"Scent","Sociality",0.988896158930711,-1.23823939454811,-0.313291251794084,0.913292737393975,-0.468477567408121,1.65713054763143,-0.444753384815203,"0.92499999999999993","1.0416666666666666E-2","1.0083333333333333","0.94017361111111108","0.95127314814814812",-0.457345354816976,99,-0.697752955390598,83,0.0400544809290197,0.0283079574248408,0.0388645811331256,24.4685666666667,-0.0388645811331237,54,0.447593164429372,1.6264234223073,"0"
"15","015 - EQ20 D02 T02 C1 S2",2017-06-15,"EQ20","Dark","Captive","BW",15,2,2,2,-1.52411176318099,"Audio","Boldness",0.988896158930711,-1.11155950216228,-0.313291251794084,1.31871797159185,-1.43156923599354,0.894185237557358,0.460898972909696,"0.92569444444444438","1.2499999999999999E-2","1.0090277777777776","0.9534259259259259","GUD",0.0103230374280271,81,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,0.511633333333333,0.731844648563365,1,-0.673779033998663,2.41412858318647,"0"
"16","016 - EQ21 D02 T02 C1 S2",2017-06-15,"EQ21","Fawn","Captive","BW",16,2,2,2,-1.52411176318099,"Audio","Boldness",0.988896158930711,-1.11155950216228,-0.313291251794084,1.31871797159185,-1.43156923599354,0.894185237557358,0.460898972909696,"0.92569444444444438","1.1805555555555555E-2","1.0090277777777776","0.93905092592592598","GUD",-0.509308509510865,101,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,1.54236666666667,0.731844648563365,3,-0.622807570433752,0.763698722296776,"3"
"17","017 - EQ23 D05 T02 C4 S2",2017-06-18,"EQ23","Fawn","Captive","BW",17,2,5,2,-0.217730251882999,"Scent","Sociality",0.988896158930711,-1.23823939454811,-0.313291251794084,0.913292737393975,-0.468477567408121,1.65713054763143,-0.444753384815203,"0.92638888888888893","1.1805555555555555E-2","1.0097222222222222","0.92739583333333331","0.93555555555555558",-0.976976901755867,119,-1.22541083809982,107,0.896543349503491,-0.132573508480705,0.582232069142584,29.3115166666667,-0.582232069142584,68,0.549536091559193,-0.474123673370495,"4"
"18","018 - EQ24 D05 T02 C2 S2",2017-07-01,"EQ24","Fawn","Wild","GH",18,2,5,2,-1.08865125941499,"Control","Control",0.988896158930711,-2.4416983722135,-0.313291251794084,0.102442268998215,-1.43156923599354,1.26754145312551,-0.273818999416795,"0.91041666666666665","4.1666666666666666E-3","0.99375000000000002","0.93398148148148152","0.94052083333333336",-0.14556642665364,87,-0.565838484713293,77,-0.389752009902583,-0.0560770450067232,-0.295806371242408,3.76145,0.295806371242409,11,-0.520864643303931,-0.474123673370495,"0"
"19","019 - EQ25 D05 T02 C2 S2",2017-07-01,"EQ25","Dark","Wild","GH",19,2,5,2,-1.08865125941499,"Control","Control",0.988896158930711,-2.4416983722135,-0.313291251794084,0.102442268998215,-1.43156923599354,1.26754145312551,-0.273818999416795,"0.91111111111111109","4.8611111111111112E-3","0.99444444444444446","0.92726851851851855","GUD",-0.405382200123086,97,1.12706388897879,0,-0.533715689133661,-0.61530939698422,-0.60726337413688,4.6093,0.607263374136881,10,-0.571836106868842,-0.474123673370495,"0"
"20","020 - EQ27 D05 T02 C2 S2",2017-07-01,"EQ27","Dark","Wild","GH",20,2,5,2,-1.08865125941499,"Control","Control",0.988896158930711,-2.4416983722135,-0.313291251794084,0.102442268998215,-1.43156923599354,1.26754145312551,-0.273818999416795,"0.91319444444444442","6.9444444444444441E-3","0.99652777777777779","0.97863425925925929","0.98537037037037034",1.43930979150998,26,0.753306222059761,17,-0.314545890660803,-0.480695952555986,-0.402219543148364,5.77401666666667,0.402219543148363,14,-0.367950252609199,-0.474123673370495,"0"
"21","021 - EQ28 D03 T02 C3 S2",2017-07-02,"EQ28","Fawn","Wild","BW",21,2,3,2,-0.653190755648996,"Light","Exploration",0.988896158930711,-2.6633881838887,-0.313291251794084,-0.62732315255797,-0.468477567408121,0.374733111549477,0.0200681895138013,"0.91388888888888886","7.6388888888888886E-3","0.99722222222222223","0.97152777777777777","0.97152777777777777",1.15351244069359,37,0.313591319802076,37,-0.589343311098387,-0.84267416802197,-0.731844648563364,0.512516666666667,0.731844648563365,1,-0.622807570433752,2.41412858318647,"0"
"22","022 - EQ29 D02 T02 C3 S2",2017-07-02,"EQ29","Fawn","Wild","BW",22,2,2,2,-0.653190755648996,"Light","Control",0.988896158930711,-2.6633881838887,-0.313291251794084,-0.62732315255797,-0.468477567408121,0.374733111549477,0.0200681895138013,"0.91319444444444442","5.5555555555555558E-3","0.99652777777777779","-","-",2.11483080253054,0,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,12,0.731844648563365,0,-0.673779033998663,-0.474123673370495,"0"
"23","023 - EQ30 D03 T02 C1 S2",2017-07-08,"EQ30","Fawn","Wild","BW",23,2,3,2,-1.52411176318099,"Audio","Boldness",0.988896158930711,0.40859920646769,0.313291251794084,0.832207690554399,1.85054579247519,-0.453143714275557,1.19261809636955,"0.91041666666666698","4.1666666666666666E-3","0.99375000000000036","0.9555324074074073","GUD",0.659862471101642,56,1.12706388897879,0,-0.582180050064775,-0.84267416802197,-0.72679498477457,1.52293333333333,0.726794984774572,3,-0.622807570433752,-0.474123673370495,"0"
"24","024 - EQ31 D03 T02 C1 S2",2017-07-08,"EQ31","Fawn","Wild","BW",24,2,3,2,-1.52411176318099,"Audio","Boldness",0.988896158930711,0.40859920646769,0.313291251794084,0.832207690554399,1.85054579247519,-0.453143714275557,1.19261809636955,"-","-","-","-","-",2.11483080253054,0,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,12,0.731844648563365,0,-0.673779033998663,2.41412858318647,"0"
"25","025 - EQ18 D03 T03 C2 S1",2017-06-16,"EQ18","Fawn","Captive","BW",25,3,3,3,-1.08865125941499,"Scent","Sociality",-1.00671410774027,0.756968910528725,-0.313291251794084,0.588952550035671,-0.468477567408121,0.601993416677937,0.182006028312293,"0.75763888888888886","0.84375","0.84097222222222223","0.76089120370370367","0.77567129629629628",-0.899032169715034,116,-0.961581896745209,95,0.250393380878959,-0.453655342211695,0.00618108073747644,9.66251666666667,-0.00618108073747664,25,0.141764383039908,0.763698722296776,"0"
"26","026 - EQ19 D06 T03 C5 S1",2017-06-19,"EQ19","Dark","Captive","EB/BW",26,3,6,3,0.217730251882999,"Control","Control",-1.00671410774027,0.186909394792487,-0.313291251794084,-0.384068012039241,-0.468477567408121,1.36493872675201,-0.768629062412187,"0.74722222222222223","0.83472222222222225","0.8305555555555556","0.75449074074074074","0.77401620370370372",-0.743142705633366,110,-0.675767210277714,82,-0.351845743465455,-0.634024345722506,-0.486082893690604,13.3576666666667,0.486082893690605,28,-0.113092934784646,-0.474123673370495,"0"
"27","027 - EQ20 D03 T03 C2 S1",2017-06-16,"EQ20","Dark","Captive","BW",27,3,3,3,-1.08865125941499,"Scent","Sociality",-1.00671410774027,0.756968910528725,-0.313291251794084,0.588952550035671,-0.468477567408121,0.601993416677937,0.182006028312293,"0.75763888888888886","0.84375","0.84097222222222223","0.76145833333333324","0.76568287037037042",-0.873050592368089,115,-1.26938232832559,109,0.305901885880163,-0.0660190438475942,0.190854499299089,17.0182833333333,-0.190854499299088,41,-0.164064398349556,-0.474123673370495,"0"
"28","028 - EQ21 D03 T03 C2 S1",2017-06-16,"EQ21","Fawn","Captive","BW",28,3,3,3,-1.08865125941499,"Scent","Sociality",-1.00671410774027,0.756968910528725,-0.313291251794084,0.588952550035671,-0.468477567408121,0.601993416677937,0.182006028312293,"0.7583333333333333","0.84375","0.84166666666666667","0.78738425925925926","GUD",0.0622861921219163,79,1.12706388897879,0,-0.0904381526092188,-0.589681811015063,-0.285157420395292,6.57211666666667,0.285157420395291,17,-0.316978789044288,-0.474123673370495,"3"
"29","029 - EQ22 D03 T03 C2 S1",2017-06-16,"EQ22","Dark","Captive","BW",29,1,3,3,-1.08865125941499,"Scent","Sociality",-1.00671410774027,0.756968910528725,-0.313291251794084,0.588952550035671,-0.468477567408121,0.601993416677937,0.182006028312293,"0.7583333333333333","0.84444444444444444","0.84166666666666667","0.76151620370370365","0.76151620370370365",-0.899032169715034,116,-1.42328254411578,116,4.00411000912221,0.945055807597215,3.17748826177624,70.5582166666667,-3.17748826177624,170,2.38450877989598,-0.474123673370495,"0"
"30","030 - EQ23 D06 T03 C5 S1",2017-06-19,"EQ23","Fawn","Captive","EB/BW",30,3,6,3,0.217730251882999,"Control","Control",-1.00671410774027,0.186909394792487,-0.313291251794084,-0.384068012039241,-0.468477567408121,1.36493872675201,-0.768629062412187,"0.74861111111111101","0.83611111111111114","0.83194444444444438","0.74914351851851846","0.75934027777777768",-1.00295847910281,120,-1.18143934787405,105,0.468805162311223,-0.462590942396895,0.156793123901357,21.8959333333333,-0.156793123901355,50,0.141764383039908,0.14478752446314,"4"
"31","031 - EQ24 D06 T03 C3 S1",2017-07-02,"EQ24","Fawn","Wild","BW",31,3,6,3,-0.653190755648996,"Control","Control",-1.00671410774027,-0.193130282365005,-0.313291251794084,-2.8977044640661,-0.747267260946005,0.309801595798515,0.0200681895138013,"0.74513888888888891","0.84375","0.82847222222222228","0.76500000000000001","0.76500000000000001",-0.275474313388363,92,-0.895624661406556,92,0.0608620486933219,-0.340654054772921,-0.0849991295803631,6.45165,0.0849991295803632,18,-0.266007325479378,-0.474123673370495,"0"
"32","032 - EQ25 D06 T03 C3 S1",2017-07-02,"EQ25","Dark","Wild","BW",32,3,6,3,-0.653190755648996,"Control","Control",-1.00671410774027,-0.193130282365005,-0.313291251794084,-2.8977044640661,-0.747267260946005,0.309801595798515,0.0200681895138013,"0.74583333333333335","0.84444444444444444","0.82916666666666672","0.7575115740740741","0.76877314814814823",-0.587253241551699,104,-0.785695935842135,87,0.664010793486449,1.94222405943639,1.19732157699727,39.5136833333333,-1.19732157699727,93,0.549536091559193,-0.474123673370495,"0"
"33","033 - EQ26 D06 T03 C3 S1",2017-07-02,"EQ26","Fawn","Wild","BW",33,1,6,3,-0.653190755648996,"Control","Control",-1.00671410774027,-0.193130282365005,-0.313291251794084,-2.8977044640661,-0.747267260946005,0.309801595798515,0.0200681895138013,"0.74652777777777779","0.84513888888888888","0.82986111111111116","0.75695601851851846","GUD",-0.613234818898643,105,1.12706388897879,0,-0.113887951200734,-0.131668766254899,-0.129720906309993,15.93045,0.129720906309994,36,-0.367950252609199,-0.474123673370495,"0"
"34","034 - EQ27 D06 T03 C3 S1",2017-07-02,"EQ27","Dark","Wild","BW",34,3,6,3,-0.653190755648996,"Control","Control",-1.00671410774027,-0.193130282365005,-0.313291251794084,-2.8977044640661,-0.747267260946005,0.309801595798515,0.0200681895138013,"0.74791666666666667","0.84583333333333333","0.83125000000000004","0.78818287037037038","0.79263888888888889",0.47799142967303,63,-0.104137837342724,56,-0.302260600195749,-0.447078171199381,-0.380936908767173,6.19785,0.380936908767172,15,-0.367950252609199,-0.474123673370495,"0"
"35","035 - EQ28 D04 T03 C4 S1",2017-07-03,"EQ28","Fawn","Wild","BW",35,3,4,3,-0.217730251882999,"Audio","Boldness",-1.00671410774027,0.661958991239352,-0.313291251794084,-0.0597278246809374,-1.43156923599354,-1.23232190328736,0.301959982977843,"0.74861111111111112","0.84583333333333333","0.83194444444444449","0.78164351851851854","0.78164351851851854",0.218175656203584,73,-0.477895504261756,73,-0.365950274827934,-0.555545581866142,-0.466559817137556,6.57091666666667,0.466559817137557,15,-0.41892171617411,-0.474123673370495,"0"
"36","036 - EQ29 D03 T03 C4 S1",2017-07-03,"EQ29","Fawn","Wild","BW",36,3,3,3,-0.217730251882999,"Audio","Boldness",-1.00671410774027,0.661958991239352,-0.313291251794084,-0.0597278246809374,-1.43156923599354,-1.23232190328736,0.301959982977843,"0.74722222222222223","0.84375","0.8305555555555556","0.7750231481481481","GUD",0.0363046147749717,80,1.12706388897879,0,-0.445531235275427,-0.495700441604172,-0.500189890941838,0.528833333333333,0.500189890941839,3,-0.673779033998663,-0.474123673370495,"0"
"37","037 - EQ31 D04 T03 C2 S1",2017-07-09,"EQ31","Fawn","Wild","EB",37,3,4,3,-1.08865125941499,"Scent","Sociality",-1.00671410774027,0.313589287178317,-0.313291251794084,-0.465153058878817,1.16624381742766,-0.128486135520636,1.23160313163585,"0.74791666666666667","0.83611111111111114","0.83125000000000004","0.78701388888888879","0.79038194444444443",0.452009852326085,64,-0.170095072681377,59,-0.0936597250317428,-0.389408478536537,-0.212233099647975,15.7688833333333,0.212233099647975,35,0.0398214559100865,-0.474123673370495,"0"
"38","038 - EQ18 D03 T04 C2 S2",2017-06-16,"EQ18","Fawn","Captive","BW",38,4,3,4,-1.08865125941499,"Control","Control",0.988896158930711,0.313589287178317,-0.313291251794084,1.31871797159185,-0.240376909058943,0.683157811366667,0.182006028312293,"-","-","-","-","-",2.11483080253054,0,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,12,0.731844648563365,0,-0.673779033998663,2.41412858318647,"0"
"39","039 - EQ19 D06 T04 C5 S2",2017-06-19,"EQ19","Dark","Captive","EB/BW",39,4,6,4,0.217730251882999,"Audio","Boldness",0.988896158930711,-1.26990936764457,-0.313291251794084,0.832207690554399,-0.747267260946005,1.49480175825397,-0.768629062412187,"0.91805555555555562","6.9444444444444441E-3","1.0013888888888889","0.93420138888888893","0.93763888888888891",-0.405382200123086,97,-0.895624661406556,92,-0.221380181964381,-0.0210259079890107,-0.163954038979452,6.28038333333333,0.163954038979453,17,-0.266007325479378,0.763698722296776,"0"
"40","040 - EQ20 D03 T04 C2 S2",2017-06-16,"EQ20","Dark","Captive","BW",40,4,3,4,-1.08865125941499,"Control","Control",0.988896158930711,0.313589287178317,-0.313291251794084,1.31871797159185,-0.240376909058943,0.683157811366667,0.182006028312293,"-","-","-","-","-",2.11483080253054,0,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,12,0.731844648563365,0,-0.673779033998663,2.41412858318647,"0"
"41","041 - EQ21 D03 T04 C2 S2",2017-06-16,"EQ21","Fawn","Captive","BW",41,4,3,4,-1.08865125941499,"Control","Control",0.988896158930711,0.313589287178317,-0.313291251794084,1.31871797159185,-0.240376909058943,0.683157811366667,0.182006028312293,"0.92152777777777783","5.5555555555555558E-3","1.0048611111111112","0.92693287037037031","GUD",-0.8210874376742,113,1.12706388897879,0,-0.26950884963466,-0.128425926142182,-0.238206615961462,7.63461666666667,0.238206615961462,19,-0.266007325479378,0.763698722296776,"0"
"42","042 - EQ22 D03 T04 C2 S2",2017-06-16,"EQ22","Dark","Captive","BW",42,2,3,4,-1.08865125941499,"Control","Control",0.988896158930711,0.313589287178317,-0.313291251794084,1.31871797159185,-0.240376909058943,0.683157811366667,0.182006028312293,"-","-","-","-","-",2.11483080253054,0,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,12,0.731844648563365,0,-0.673779033998663,2.41412858318647,"0"
"43","043 - EQ23 D06 T04 C5 S2",2017-06-19,"EQ23","Fawn","Captive","EB/BW",43,4,6,4,0.217730251882999,"Audio","Boldness",0.988896158930711,-1.26990936764457,-0.313291251794084,0.832207690554399,-0.747267260946005,1.49480175825397,-0.768629062412187,"0.9194444444444444","8.3333333333333332E-3","1.0027777777777778","1.0026388888888889","GUD",2.08884922518359,1,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,1.54143333333333,0.731844648563365,3,-0.622807570433752,-0.474123673370495,"0"
"44","044 - EQ24 D06 T04 C3 S2",2017-07-02,"EQ24","Fawn","Wild","BW",44,4,6,4,-0.653190755648996,"Light","Exploration",0.988896158930711,-2.6633881838887,-0.313291251794084,-0.62732315255797,-0.468477567408121,0.374733111549477,0.0200681895138013,"-","-","-","-","-",2.11483080253054,0,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,12,0.731844648563365,0,-0.673779033998663,2.41412858318647,"0"
"45","045 - EQ25 D06 T04 C3 S2",2017-07-02,"EQ25","Dark","Wild","BW",45,4,6,4,-0.653190755648996,"Light","Exploration",0.988896158930711,-2.6633881838887,-0.313291251794084,-0.62732315255797,-0.468477567408121,0.374733111549477,0.0200681895138013,"0.9145833333333333","6.9444444444444441E-3","0.99791666666666667","0.92575231481481479","0.93026620370370372",-0.587253241551699,104,-1.02753913208386,98,-0.231147772973176,-0.481549866566858,-0.343749551023997,8.09436666666667,0.343749551023999,19,-0.266007325479378,-0.474123673370495,"0"
"46","046 - EQ26 D06 T04 C3 S2",2017-07-02,"EQ26","Fawn","Wild","BW",46,2,6,4,-0.653190755648996,"Light","Exploration",0.988896158930711,-2.6633881838887,-0.313291251794084,-0.62732315255797,-0.468477567408121,0.374733111549477,0.0200681895138013,"0.91527777777777775","7.6388888888888886E-3","0.99861111111111112","-","-",2.11483080253054,0,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,12,0.731844648563365,0,-0.673779033998663,2.41412858318647,"0"
"47","047 - EQ27 D06 T04 C3 S2",2017-07-02,"EQ27","Dark","Wild","BW",47,4,6,4,-0.653190755648996,"Light","Exploration",0.988896158930711,-2.6633881838887,-0.313291251794084,-0.62732315255797,-0.468477567408121,0.374733111549477,0.0200681895138013,"0.91666666666666663","9.0277777777777769E-3","1","0.96447916666666667","0.97553240740740732",0.76378878048942,52,0.335577064914961,36,-0.372371762043251,-0.445004380030119,-0.429582384948715,13.6334833333333,0.429582384948715,29,-0.316978789044288,-0.474123673370495,"0"
"48","048 - EQ28 D04 T04 C4 S2",2017-07-03,"EQ28","Fawn","Wild","BW",48,4,4,4,-0.217730251882999,"Scent","Control",0.988896158930711,0.94698874910747,-0.313291251794084,0.751122643714823,-0.0122762507097649,-1.23232190328736,0.301959982977843,"0.91736111111111107","9.7222222222222224E-3","1.0006944444444443","0.92825231481481485","0.94447916666666665",-0.613234818898643,105,-0.65378146516483,81,-0.226913706360716,-0.626552598127373,-0.395208029633613,8.8395,0.395208029633614,20,-0.215035861914467,-0.474123673370495,"0"
"49","049 - EQ29 D03 T04 C4 S2",2017-07-03,"EQ29","Fawn","Wild","BW",49,4,3,4,-0.217730251882999,"Scent","Control",0.988896158930711,0.94698874910747,-0.313291251794084,0.751122643714823,-0.0122762507097649,-1.23232190328736,0.301959982977843,"0.91597222222222219","8.3333333333333332E-3","0.99930555555555556","0.95534722222222224","GUD",0.452009852326085,64,1.12706388897879,0,-0.547906851015065,-0.480370651980416,-0.566602702676545,3.91281666666667,0.566602702676547,9,-0.46989317973902,-0.474123673370495,"0"
"50","050 - EQ31 D04 T04 C2 S2",2017-07-09,"EQ31","Fawn","Wild","EB",50,4,4,4,-1.08865125941499,"Control","Control",0.988896158930711,-0.446490067136667,-0.313291251794084,0.0213572221586387,1.16624381742766,0.293568716860747,1.23160313163585,"0.9243055555555556","1.5972222222222221E-2","1.007638888888889","0.92934027777777783","GUD",-0.8210874376742,113,1.12706388897879,0,-0.529351676742813,-0.728066708991317,-0.646523269625569,6.84398333333333,0.646523269625568,14,-0.520864643303931,1.1763061875192,"3"
"51","051 - EQ18 D04 T05 C3 S1",2017-06-17,"EQ18","Fawn","Captive","BW",51,5,4,5,-0.653190755648996,"Control","Control",-1.00671410774027,1.32702842626496,-0.313291251794084,0.426782456356519,-0.468477567408121,0.326034474736246,-0.123876556084858,"0.7583333333333333","0.84444444444444444","0.84166666666666667","0.76322916666666663","0.77105324074074078",-0.8210874376742,113,-1.1154821125354,102,-0.157950398888971,-0.537755706639635,-0.313253093221681,2.8071,0.313253093221682,9,-0.46989317973902,-0.474123673370495,"2"
"52","052 - EQ19 D07 T05 C6 S1",2017-06-20,"EQ19","Dark","Captive","JN",52,5,7,5,0.653190755648996,"Light","Exploration",-1.00671410774027,0.123569448599571,-0.313291251794084,0.670037596875247,-0.468477567408121,0.683157811366667,-1.07451164680934,"0.74930555555555556","0.84375","0.83263888888888893","0.77871527777777771","0.7860300925925926",0.0882677694688609,78,-0.367966778697335,68,-0.375436316650224,-0.794865149056105,-0.56310267116156,13.1770666666667,0.56310267116156,27,0.0398214559100865,-0.474123673370495,"0"
"53","053 - EQ20 D04 T05 C3 S1",2017-06-17,"EQ20","Dark","Captive","BW",53,5,4,5,-0.653190755648996,"Control","Control",-1.00671410774027,1.32702842626496,-0.313291251794084,0.426782456356519,-0.468477567408121,0.326034474736246,-0.123876556084858,"0.75902777777777775","0.84513888888888899","0.84236111111111112","0.76515046296296296","0.76719907407407406",-0.795105860327255,112,-1.26938232832559,109,0.47436034433729,0.534577309442279,0.535109507437028,24.3628,-0.535109507437029,58,0.396621700864461,0.454243123379958,"0"
"54","054 - EQ21 D04 T05 C3 S1",2017-06-17,"EQ21","Fawn","Captive","BW",54,5,4,5,-0.653190755648996,"Control","Control",-1.00671410774027,1.32702842626496,-0.313291251794084,0.426782456356519,-0.468477567408121,0.326034474736246,-0.123876556084858,"0.75902777777777775","0.84513888888888899","0.84236111111111112","0.7677546296296297","0.77802083333333327",-0.691179550939477,108,-0.91761040651944,93,0.213358834038514,-0.222976571560321,0.0666854423247507,17.6505666666667,-0.0666854423247514,41,0.141764383039908,-0.474123673370495,"3"
"55","055 - EQ22 D04 T05 C3 S1",2017-06-17,"EQ22","Dark","Captive","BW",55,3,4,5,-0.653190755648996,"Control","Control",-1.00671410774027,1.32702842626496,-0.313291251794084,0.426782456356519,-0.468477567408121,0.326034474736246,-0.123876556084858,"0.75902777777777775","0.84583333333333333","0.84236111111111112","0.76484953703703706","0.76667824074074076",-0.795105860327255,112,-1.26938232832559,109,2.45522671803955,0.125867633167007,1.77804436319337,78.2163666666667,-1.77804436319337,173,3.14908073336964,-0.474123673370495,"2"
"56","056 - EQ23 D07 T05 C6 S1",2017-06-20,"EQ23","Fawn","Captive","JN",56,5,7,5,0.653190755648996,"Light","Exploration",-1.00671410774027,0.123569448599571,-0.313291251794084,0.670037596875247,-0.468477567408121,0.683157811366667,-1.07451164680934,"0.75208333333333333","0.84583333333333333","0.8354166666666667","0.75388888888888894","0.75495370370370374",-0.950995324408923,118,-1.42328254411578,116,3.17945244184525,1.03080300618898,2.62834972943673,91.00075,-2.62834972943673,205,3.50588097832401,-0.474123673370495,"3"
"57","057 - EQ24 D07 T05 C4 S1",2017-07-03,"EQ24","Fawn","Wild","BW",57,5,7,5,-0.217730251882999,"Audio","Boldness",-1.00671410774027,0.661958991239352,-0.313291251794084,-0.0597278246809374,-1.43156923599354,-1.23232190328736,0.301959982977843,"0.74791666666666667","0.84375","0.83125000000000004","0.75817129629629632","GUD",-0.639216396245588,106,1.12706388897879,0,-0.483816510232852,-0.362642340552884,-0.477220218469455,0.944283333333333,0.477220218469454,4,-0.673779033998663,2.41412858318647,"0"
"58","058 - EQ25 D07 T05 C4 S1",2017-07-03,"EQ25","Dark","Wild","BW",58,5,7,5,-0.217730251882999,"Audio","Boldness",-1.00671410774027,0.661958991239352,-0.313291251794084,-0.0597278246809374,-1.43156923599354,-1.23232190328736,0.301959982977843,"0.74861111111111112","0.84444444444444444","0.83194444444444449","0.75839120370370372","0.76597222222222217",-0.639216396245588,106,-0.961581896745209,95,0.305420003618643,1.23015126515573,0.677179488953651,22.195,-0.67717948895365,55,0.29467877373464,-0.474123673370495,"0"
"59","059 - EQ26 D07 T05 C4 S1",2017-07-03,"EQ26","Fawn","Wild","BW",59,3,7,5,-0.217730251882999,"Audio","Boldness",-1.00671410774027,0.661958991239352,-0.313291251794084,-0.0597278246809374,-1.43156923599354,-1.23232190328736,0.301959982977843,"0.74930555555555556","0.84513888888888888","0.83263888888888893","0.75363425925925931","0.75363425925925931",-0.847069015021144,114,-1.37931105389001,114,-0.309792040934793,-0.439392945101529,-0.383360594712663,3.6281,0.383360594712665,10,-0.367950252609199,-0.474123673370495,"0"
"60","060 - EQ27 D07 T05 C4 S1",2017-07-03,"EQ27","Dark","Wild","BW",60,5,7,5,-0.217730251882999,"Audio","Boldness",-1.00671410774027,0.661958991239352,-0.313291251794084,-0.0597278246809374,-1.43156923599354,-1.23232190328736,0.301959982977843,"0.75069444444444444","0.84583333333333333","0.83402777777777781","0.8131828703703704","0.81931712962962966",1.30940190477526,31,0.64337749649534,22,-0.240465968165048,0.404050453494648,-0.0178076848804908,11.3164166666667,0.017807684880493,28,-0.113092934784646,-0.474123673370495,"0"
"61","061 - EQ28 D05 T05 C5 S1",2017-07-04,"EQ28","Fawn","Wild","BW",61,5,5,5,0.217730251882999,"Control","Control",-1.00671410774027,1.10533861458976,-0.313291251794084,-0.221897918360089,2.53484776752272,-1.41088357160257,0.553863287775497,"0.74722222222222223","0.83750000000000002","0.8305555555555556","0.7618287037037037","GUD",-0.457345354816976,99,1.12706388897879,0,-0.463945634954426,-0.221949841618677,-0.41038755562608,7.87646666666667,0.410387555626081,18,-0.367950252609199,-0.474123673370495,"0"
"62","062 - EQ29 D04 T05 C5 S1",2017-07-04,"EQ29","Fawn","Wild","BW",62,5,4,5,0.217730251882999,"Control","Control",-1.00671410774027,1.10533861458976,-0.313291251794084,-0.221897918360089,2.53484776752272,-1.41088357160257,0.553863287775497,"0.74444444444444446","0.83472222222222225","0.82777777777777783","0.77640046296296295","GUD",0.192194078856639,74,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,1.0276,0.731844648563365,2,-0.673779033998663,-0.474123673370495,"0"
"63","063 - EQ31 D05 T05 C3 S1",2017-07-10,"EQ31","Fawn","Wild","BW",63,5,5,5,-0.653190755648996,"Control","Control",-1.00671410774027,0.0918994755031137,-0.313291251794084,-0.951663339916274,0.215824407639413,0.845486600744128,1.21361003843602,"0.75","0.84236111111111112","0.83333333333333337","-","-",2.11483080253054,0,1.12706388897879,0,-0.589343311098387,-0.84267416802197,-0.731844648563364,12,0.731844648563365,0,-0.673779033998663,2.41412858318647,"0"
